102406212	SK	273	2022-01-01T02:25	2022-01-06	500	8500	48.675696	22.319266
102406217	SK	273	2022-01-01T02:25	2022-01-06	500		48.675696	22.319545
102441487	SK	302	2022-01-04T14:06	2022-01-10	200	3400	48.646537	22.256349
102469222	PL	366	2022-01-07T07:40	2022-01-12	2000	8500	49.280423	22.757821
102472505	RU		2022-01-06T03:15	2022-01-12	8000	8500	50.284054	36.932664
102472506	RU		2022-01-06T03:15	2022-01-12	8000	8500	50.284054	36.932943
102475424	PL	366	2022-01-07T07:40	2022-01-12	2000	8500	49.280423	22.7581
102495488	RU		2022-01-08T06:32	2022-01-13		0	50.109631	36.115363
102506431	PL	127	2022-01-09T17:00	2022-01-13	10	3400	49.050605	22.707616
102506944	SK	308	2022-01-06T02:30	2022-01-13	100	8500	48.629382	22.243202
102506953	SK	296	2022-01-06T14:45	2022-01-13	100	8500	48.658755	22.279036
102506981	SK	308	2022-01-06T02:30	2022-01-13	100	8500	48.629382	22.243481
102507074	SK	330	2022-01-08T01:39	2022-01-13	100	3400	48.567051	22.162169
102507080	SK	296	2022-01-06T14:45	2022-01-13	100	8500	48.658755	22.279315
102507082	SK	296	2022-01-06T14:45	2022-01-13	100	8500	48.658755	22.279594
102507084	SK	296	2022-01-06T14:45	2022-01-13	100	8500	48.658935	22.279036
102507085	SK	296	2022-01-06T14:45	2022-01-13	100	8500	48.658935	22.279315
102511797	PL	508	2022-01-01T11:45	2022-01-13	100	8500	49.647055	22.772662
102511800	PL	508	2022-01-01T11:40	2022-01-13	100	8500	49.647055	22.772941
102512306	PL	367	2022-01-07T07:30	2022-01-13		8500	49.153877	23.027727
102512309	PL	367	2022-01-07T07:30	2022-01-13		8500	49.153877	23.028006
102512311	PL	367	2022-01-07T07:30	2022-01-13		8500	49.154057	23.027727
102531886	SK	296	2022-01-06T14:45	2022-01-17	100	8500	48.658935	22.279594
102589888	RU		2022-01-16T06:25	2022-01-21		0	49.375177	40.141125
102596209	RU		2022-01-10T20:40	2022-01-21		0	49.375177	40.141404
102596210	RU		2022-01-10T17:55	2022-01-21		0	49.375177	40.141683
102599512	RU	1334	2022-01-18T15:45	2022-01-21	20	0	50.280825	36.2363
102633133	RO		2022-01-14T04:00	2022-01-24		арешт	48.017007	26.051479
102633134	RO	811	2022-01-14T04:00	2022-01-24		арешт	48.017007	26.051758
102648129	HU	212	2022-01-04T03:30	2022-01-24	500	арешт	48.22039	22.529164
102648163	HU	196	2022-01-16T17:30	2022-01-24	400		48.181996	22.57156
102648179	HU	196	2022-01-16T17:30	2022-01-24	400	11050	48.181996	22.571839
102648332	HU	76	2022-01-09T04:50	2022-01-24	50	3400	48.055062	22.865701
102650756	RO	254	2022-01-15T01:15	2022-01-24	50	-1	48.020124	23.528334
102650759	RO	254	2022-01-15T01:15	2022-01-24	50	8500	48.020124	23.528613
102650762	RO	254	2022-01-15T01:15	2022-01-24	50	8500	48.020124	23.528892
102666211	RU	1820	2022-01-13T10:45	2022-01-24	100	0	51.848293	34.356944
102666244	RU	1681	2022-01-14T12:00	2022-01-24	10	3400	51.723522	34.304846
102687100	MD		2022-01-12T19:10	2022-01-24	30	3400	46.378968	30.041927
102693197	MD	0509	2022-01-03T22:30	2022-01-24	150	3400	46.824337	29.973384
102694308	MD	0709	2022-01-11T15:00	2022-01-24	1800	3400	46.492236	29.038838
102700674	HU	136	2022-01-18T22:30	2022-01-25	200	0	48.109419	22.701196
102700684	HU	196	2022-01-21T15:00	2022-01-25	1500	8500	48.198416	22.569002
102700685	HU	196	2022-01-21T15:00	2022-01-25	1500	8500	48.198416	22.56928
102700686	HU	196	2022-01-21T15:00	2022-01-25	1500	8500	48.198595	22.569002
102700698	HU		2022-01-05T13:00	2022-01-25		8500	48.109014	22.840047
102701797	PL	549	2022-01-01T19:00	2022-01-26	200		49.801539	22.95545
102711346	RU	519	2022-01-19T20:00	2022-01-26	2500	3400	49.375177	40.141962
102737887	PL	633	2022-01-23T13:40	2022-01-27	1500	8500	50.134044	23.352773
102751963	RU		2022-01-10T19:50	2022-01-27		0	49.375177	40.142241
102751964	RU		2022-01-10T19:50	2022-01-27		0	49.375356	40.141125
102751968	RU		2022-01-03T04:00	2022-01-27			49.375356	40.141404
102768723	SK	309	2022-01-13T11:00	2022-01-28	1700	8500	48.618573	22.258986
102770217	PL		2022-01-23T13:40	2022-01-28	1500	8500	50.225375	23.6161
102784291	SK	296	2022-01-06T14:45	2022-01-28	100	8500	48.659114	22.279036
102784292	SK	296	2022-01-06T14:45	2022-01-28	100	8500	48.659114	22.279315
102784296	SK	309	2022-01-06T02:50	2022-01-28	700	8500	48.623622	22.247711
102790249	RU	1838	2022-01-21T23:05	2022-01-28	100		51.848293	34.357223
102793721	SK	330	2022-01-14T03:30	2022-01-28	50	8500	48.566954	22.161223
102793790	SK	309	2022-01-06T02:50	2022-01-28	1700	8500	48.618573	22.259265
102793820	SK	330	2022-01-14T03:30	2022-01-28	50	8500	48.566954	22.161502
102795731	RU		2022-01-23T20:30	2022-01-28		0	49.375356	40.141683
102795920	RO	856	2022-01-23T21:10	2022-01-28	1000	арешт	47.990288	26.132171
102795921	RO	856	2022-01-23T21:10	2022-01-28	1000	арешт	47.990288	26.13245
102805851	RO	684	2022-01-19T01:20	2022-01-31	30	3400	47.892514	25.229146
102805852	RO	696	2022-01-19T06:00	2022-01-31	2000	8500	47.889733	25.24133
102805854	RO	696	2022-01-19T06:00	2022-01-31	2000	8500	47.889733	25.241609
102805855	RO	696	2022-01-19T06:00	2022-01-31	2000	8500	47.889913	25.24133
102814710	RO	813	2022-01-27T00:10	2022-01-31			48.017007	26.052037
102815805	HU	196	2022-01-21T15:00	2022-01-31	1500	8500	48.198595	22.56928
102823151	RU		2022-01-27T05:00	2022-01-31		8500	49.375356	40.141962
102823717	RO	813	2022-01-27T00:10	2022-01-31		арешт	48.017007	26.052316
102823718	RO	813	2022-01-27T00:10	2022-01-31		арешт	48.017007	26.052595
102823722	RO	813	2022-01-27T00:10	2022-01-31		арешт	48.017007	26.052873
102823723	RO	862	2022-01-24T13:30	2022-01-31		арешт	48.017007	26.053152
102830333	PL	507	2022-01-26T21:15	2022-01-31	400	3400	49.641689	22.771263
102833940	SK	68	2022-01-26T17:30	2022-01-31	2500	3400	48.970376	22.490431
102847233	RU		2022-01-23T15:00	2022-02-01		0	49.375356	40.142241
102847234	RU		2022-01-19T19:50	2022-02-01		0	49.375536	40.141125
102873060	MD	0570	2022-01-21T15:15	2022-02-02		0	46.540091	30.017119
102884466	MD	0486	2022-01-17T01:30	2022-02-02	700	3400	46.869595	29.783036
102884467	MD	0487	2022-01-23T13:00	2022-02-02	300	8500	46.871205	29.803669
102884468	MD	0487	2022-01-23T13:00	2022-02-02	300	8500	46.871205	29.803948
102884659	MD	0537	2022-01-28T11:50	2022-02-02	200	8500	46.695051	29.979078
102894898	RO	839	2022-01-27T08:00	2022-02-03	15000		48.017007	26.053431
102895642	RO	330	2022-01-29T13:50	2022-02-03	1000		47.922695	24.199739
102922347	RO		2022-01-06T03:30	2022-02-04	5000	8500	47.87517	25.18907
102922349	RO		2022-01-06T03:30	2022-02-04	5000	8500	47.87517	25.189348
102923492	SK	308	2022-01-30T13:15	2022-02-04	150	8500	48.629178	22.243808
102930792	HU	224	2022-01-27T07:42	2022-02-04	1000	арешт	48.244059	22.515966
102954122	RU		2022-02-02T23:00	2022-02-07		0	49.375536	40.141404
102955609	PL		2022-02-01T14:15	2022-02-07		3400	49.839144	24.02888
102978597	SK	330	2022-02-01T20:32	2022-02-07	1500	8500	48.57423	22.178026
102978600	SK	330	2022-02-01T20:32	2022-02-07	1500	8500	48.57423	22.178305
102990019	HU	224	2022-01-27T07:42	2022-02-08	1000		48.244059	22.516245
102990021	HU	224	2022-01-27T07:42	2022-02-08	1000		48.244239	22.515966
103039454	PL	508	2022-02-04T15:10	2022-02-10	500	8500	49.650979	22.776196
103044685	RU		2022-02-04T04:40	2022-02-10		0	49.375536	40.141683
103044686	RU		2022-02-06T02:40	2022-02-10			49.375536	40.141962
103044687	RU		2022-01-19T22:15	2022-02-10		0	49.375536	40.142241
103062723	SK	252	2022-02-02T06:50	2022-02-10	800	8500	48.706362	22.357698
103064916	PL	508	2022-02-04T15:10	2022-02-10	500	8500	49.650979	22.776474
103064920	PL	499	2022-02-04T06:30	2022-02-10			49.799179	22.979803
103074152	RO	736	2022-01-16T18:20	2022-02-11	900		47.935639	25.453239
103074158	RO	851	2022-02-07T08:40	2022-02-11	900		47.991182	26.120629
103074160	RO	864	2022-02-07T18:20	2022-02-11	5000		48.015835	26.132693
103074161	RO	863	2022-02-07T18:20	2022-02-11	5000	арешт	48.014185	26.129087
103074162	RO	863	2022-02-07T18:20	2022-02-11	5000	арешт	48.014185	26.129366
103075411	RO		2022-01-15T01:15	2022-02-11	50	8500	48.02832	23.43103
103084449	RO	863	2022-02-07T18:20	2022-02-14	5000		48.014365	26.129087
103084450	RO	864	2022-02-07T18:20	2022-02-14	5000		48.015835	26.132972
103086727	RU		2022-01-05T13:00	2022-02-14		3400	51.670705	33.907614
103091448	BY		2022-01-19T04:25	2022-02-14			51.890754	31.595295
103095090	SK	333	2022-01-07T18:05	2022-02-14	2000	8500	48.550688	22.187049
103100155	PL	469	2022-02-07T23:50	2022-02-14		8500	49.573361	22.785239
103100156	PL	469	2022-02-07T23:50	2022-02-14		8500	49.573361	22.785518
103105887	MD		2022-01-31T10:20	2022-02-14		3400	46.469942	30.730221
103105889	MD		2022-02-01T21:20	2022-02-14		3400	46.469942	30.7305
103115671	PL	547	2022-02-07T23:55	2022-02-14	400	3400	49.793595	22.944977
103119701	RU		2022-02-09T06:05	2022-02-14		0	49.375716	40.141125
103119702	RU		2022-02-07T22:50	2022-02-14		0	49.375716	40.141404
103129166	RO	864	2022-02-07T18:20	2022-02-14	5000	арешт	48.016015	26.132693
103129167	RO	864	2022-02-07T18:20	2022-02-14	5000		48.016015	26.132972
103243313	RO	279	2022-02-13T18:35	2022-02-16	600	3400	47.982929	23.807811
103284781	RU		2022-02-13T19:00	2022-02-17			49.375716	40.141683
103310310	BY		2022-01-12T07:05	2022-02-17		0	51.890754	31.595574
103310323	BY		2022-01-22T13:50	2022-02-17			51.890754	31.595853
103310324	BY		2022-01-23T00:50	2022-02-17		0	51.890754	31.596132
103310327	BY		2022-01-22T22:30	2022-02-17		0	51.890934	31.595295
103336637	RU		2022-02-12T13:40	2022-02-18		0	50.281394	36.259035
103344842	PL		2022-02-09T14:40	2022-02-18	1300	3400	50.225375	23.616379
103363993	PL	470	2022-02-03T02:55	2022-02-21		8500	49.573361	22.785797
103368079	RU	544	2022-01-19T18:00	2022-02-21	500	3400	49.375716	40.141962
103369232	RO	742	2022-02-14T23:50	2022-02-21	1200		47.939865	25.497699
103369233	RO	742	2022-02-14T23:50	2022-02-21	1200	8500	47.939865	25.497978
103374424	RO	772	2022-02-15T19:30	2022-02-21	700	8500	47.952135	25.613982
103377237	PL	470	2022-02-03T02:55	2022-02-21		8500	49.573361	22.786076
103386568	HU	214	2022-02-13T13:55	2022-02-21	200		48.226947	22.515178
103387437	PL	633	2022-02-13T16:10	2022-02-21	1500		50.134044	23.353052
103387451	PL		2022-02-15T17:55	2022-02-21	800	8500	50.225375	23.616658
103387453	PL		2022-02-15T17:55	2022-02-21	800	8500	50.225375	23.616937
103387454	PL		2022-02-15T17:55	2022-02-21	800	8500	50.225375	23.617216
103407009	RO	737	2022-02-17T02:05	2022-02-21	3600	0	47.96056	25.461961
103407010	RO	737	2022-02-17T02:05	2022-02-21	3600	0	47.96056	25.46224
103408876	SK	309	2022-01-10T11:00	2022-02-21	700	8500	48.623622	22.24799
103408923	SK	293	2022-02-16T00:03	2022-02-21	5	8500	48.666118	22.289096
103408929	SK	293	2022-02-16T00:03	2022-02-21	5	8500	48.666118	22.289375
103439496	PL		2022-02-15T17:55	2022-02-22	800	8500	50.225375	23.617495
103439865	MD		2022-01-19T13:50	2022-02-22	4500	8500	46.348497	30.042202
103455844	SK	294	2022-02-16T00:03	2022-02-23	5	8500	48.663813	22.285705
103455874	SK		2022-02-17T23:05	2022-02-23	150	8500	48.620171	22.286907
103502056	RO	801	2022-01-02T19:00	2022-02-24	1000	0	47.950321	25.782386
103513772	PL	470	2022-02-03T02:55	2022-02-24		8500	49.573361	22.786355
103543182	SK	375	2022-02-17T11:55	2022-02-25	50	8500	48.40379	22.153418
103546220	PL	633	2022-02-21T23:40	2022-02-25	1400	8500	50.133615	23.35154
103546221	PL	633	2022-02-21T23:40	2022-02-25	1400	8500	50.133615	23.351819
103548130	PL		2022-02-21T21:30	2022-02-25		3400	49.839144	24.029159
103552273	PL	645	2022-02-15T17:55	2022-02-28	800	8500	50.161342	23.402453
103552276	PL	645	2022-02-15T17:55	2022-02-28	800	8500	50.161342	23.402732
103552277	PL	638	2022-02-15T15:00	2022-02-28			50.225375	23.617773
103567539	PL	510	2022-02-21T18:00	2022-03-01	30		49.655206	22.781508
103575418	RO		2022-02-26T15:30	2022-03-01	30	3400	47.954901	23.876324
103575443	HU	359	2022-02-19T04:55	2022-03-01	30	3400	48.422659	22.197312
103575542	SK	253	2022-02-27T12:17	2022-03-01	600	3400	48.704749	22.353477
103597689	MD	0133	2022-03-01T18:00	2022-03-04	0	0	48.391194	27.880953
103597699	MD	0127	2022-03-02T22:30	2022-03-04	0	13600	48.43247	27.807304
103597700	MD	0127	2022-03-02T22:30	2022-03-04	0	13600	48.43247	27.807583
103597703	MD	0127	2022-03-02T22:30	2022-03-04	0	8500	48.43247	27.807862
103597704	MD	0127	2022-03-02T22:30	2022-03-04	0	8500	48.43247	27.808141
103597705	MD	0127	2022-03-02T22:30	2022-03-04	0	8500	48.43247	27.80842
103597706	MD	0127	2022-03-02T22:30	2022-03-04	0	8500	48.43247	27.808699
103599481	RO	801	2022-01-02T19:00	2022-03-09	1000	0	47.950321	25.782665
